text,label
Nggak neko2 gmn ya? Apa maksudnya bakalan jadi kucing imut depan macan pemerintah?,0
Kucing gmn sih..coba jelaskan,0
Alutsista bkas umur muda bukn umur tua.. Cari tau dulu sblm komen 🤭,0
Makanya dengerin ampe abis,0
Maklum mbak @DERISBASARI nonton ny yg cuplikan cuplikan koneten doang ituu mknya gk nyimak smpe abis 😅,0
Laah..emang paslon 2 aja yg gak jawab serangan2nya..ini debat paak bukan ngopi,0
Kasian aja ya pak ya..jangan ngaruh pd kebijakan bapak dalam memilih,0
Julid apaan sii..ini debat..kalau ga mau diserang ya jawab laa😊,0
Ya Allah..aku cape baca komenan begini..maaf banget..please nilai orang dengan bijak..,1
Yang ga nyambung jawaban yang ditanya,0
Prabowo luar biasa....,1
Ganjar masih unggul,0
"Biasanya sih yang banyak omong, yang nggak ada bukti, kek orang gombal gitu🫣",0
Kalimantan. Prabowo pasti menang,1
"Menteri Pertahanan Terbaik Se-Asia, Lulusan Terbaik Fort Bragg, Mantan Pemimpin Kopassus & Mantan Jendral dikasih nilai 11/100 oleh Mentri yang pecat/resuffle.
😅😅😅",0
kelihatan 2 paslon ini seperti menggambarkan sisi buruk..dari raut wajahnya saja sudah kelihatan munafik,0
"Debat konyol,perang sodara akan muncul,gak seperti debat ,,10 thun lalu..",0
Upsss emang iya berita yg gua denger katanya demi naikin pk anis jd gubernur pk prabowo smpe jual tanahnya klo emang bnr kaya ko bsa gth gada muka nya gada etika dn trimakasih nya klo gua disposisi pak anis gua bakal pilih mengundurkan diri,0
Udh lah pas bngt itu prabowo org yg sabar dan tegas mas gibran org yg jujur dn berani smngt trs yaaa ❤❤,1
02 pokoknya titik ❤❤❤ NO RETORIKA CUMA PUNYA BUKTI KERJA 🎉🎉🎉,0
Yg saya tahu dari debat ini untuk alusista bahwa anis menyesatkan dan tidak cocok profesor bicara begitu kata pak prabowo 😂,1
"Emng janji saya apa paling bisa kalo mengolah kata. No 2 bahas indonesia, sedangkan no 1 3 bahas prabowo. Inimah namanya bukan debat tapi emak2 rumpinyg menjatuhkan orang",0
PAK PRABOWO LAH APE LAGIIII,0
The real menjatuhkan.,0
Saya jawa timur dukung pak PRABOWO dan mas GIBRAN...❤❤❤ semangat dan sehat selalu pak PRABOWO.,1
Butuh orang cerdas dalam berfikir... Bukan orang bercerita,1
"Buzer anis itu dibayar berapa si? Sampe bisa""nya menghasut lewat komenan gajelas...",0
"2014 pilih pak prabowo, 2024 tetap pak prabowo ✨🥺♥️🤲",0
INDONESIA,0
"pak Prabowo berbicara tentang kemajuan Indonesia, Anis ganjar berbicara tentang Prabowo... 😄. ini bukan debat sodarah sodarah... 1 dan 3 sibuk menjatuhkan,... all in prabowo 🙏 .. sy bersama Prabowo 😇",1
Ini kenapa ini kenapa..kok jadi nyangkut pautin sih😂,1
Ga juga si...semoga sembuh dari isu publik ya mba,0
Indonesia salam perubahan,0
Dipecat karna ga bisa dibayar pake uang,0
Coba ditilii lagi baik2 rekam jejak ketiga paslon,0
Yg dipertanyakan adalah konflik di LCS. Ngapain anis bawa² laos?!!😂 Emang laos punya wilayah dan kepentingan di LCS??!!😂😂,1
02 melakukan taktik parkir bus utk melawan tiki taka 01 dan 03...akhirmya 01 dan 03 melakukan blunder..dan 02 unggul setelah melakukan counter attack di menit2 akhir...gollll,0
"dibilang menjatuhkan emg ada benarnya, tpi juga gak salah. knp mgkn trkesan paslon 2 di serang. krn di antra 3 kandidat, hnya beliau yg sblmnya menjabat sbg pemerintah nasional (menhan). lebih ke mempertanyakan, saat menjabat kenapa A, knpa B,, pas debat sblmnya kn jd perna mmprtnyakan kinerja Pak Gubernur Jateng sma Jkt jg..  jd wajar sih mnrtku.",1
Kok mm k NK mm mm okm mm konnkk no koto KK no BB ko n BB n BB mm b KKN BB o mbk konnkk JB no BB i BB nya no BB o BB n BB ko k BB no NK no BB no no KBBI BKN no j BBM non non BB Kon BB by Nko BB NN no BB jnn BB n nih njjl BB jnn BB jnn BB no jnn NK njjl jnn BB NN BB i nih njjl jnn BB jnn BB NN BB jnn j jnn jnn nih non non BB jnn BB,0
"Anies sama ganjar nyerang pak prabowo karena mereka ketar ketir dengan temanya yang merupakan keahlian pak prabowo,jadi mereka mencari cara supaya pak prabowo hilang fokus wkwkwk",0
PRABOWOOOOOOOO ❤❤❤❤❤❤ JOGJA MILIH YOU,0
ANIS GA DONG RAHASIA NEGARA MANA ADA MAU DI BUKTIIN DI SESI INI KAN LOL,0
ANIS KEK BOCAH WKWKKW,0
Gila ya. Dikira nya rakyat mudah tertipu. Ternyata debat nya isi nya hanya menyudutkan 1 idividu saja. 99% hanya bahas pertahanan pertahanan dan pertahanan. Debat yg tidak sehat. Menyerang mental jatuh nya. Gila gila.,0
"Ayolah warga Indonesia, ini kan debat.. Namanya debat ya adu statement.. Nontonnya sambil nyemil gorengan sama teh-lah biar tetep santuy.. 🤪",0
Meskipun sekarang banyak bantuan tapi ketahuilah banyak yang tidak tepat sasaran hingga yang kaya makin sejahtera yang miskin menjerit terjepit ekonomi yang makin sulit harga sembako melejit tak sebanding dengan rupiah yang kami dapatkan dengan keringat kami😭😭😭,0
"Terlihat jelas ya, mana yg omongannya dari hati & mana yg hanya memperindah Literasi & janji-janji ..🤭
Salam damai & toleransi ✌🇲🇨",1
Assalamualaikum🙏 tolong sampaikan pada para capres bagi kami rakyat kecil siapapun yang terpilih kami tetap mendukung dengan syarat tetaplah amanah dalam memimpin rakyat sejahterakan lah kami terutama kami rakyat miskin dengan luasnya lapangan pekerjaan kami mohon bantulah kami jangan pandang usia ataupun pendidikan selagi kami mampu untuk menafkahi klarga akan kami jalani kami tak butuh bantuan tunai tapi kami butuh pekerjaan layak😭😭😭,0
"Carilah pemimpin yang banyak panah"" fitnah menuju kepadanya, karena sesungguhnya mereka sedang berjuang di jalan yang benar..!!!
(Imam Syafi'i)",0
"Gk mau komen lebih dalam, yg komentar kebanyakan tim sukses wkwk",1
"Pokoknya tambah mantap,, kami sekeluarga kakek nenek bapak mamak bapak mertu mamak mertua,, dan seluruh keluarga kami,, tetap dukung pak prabowo❤❤",1
Ini acara apasih gaberbobot bgt ending nya,0
JUJUR. KASIHAN BANGET LIHAT PAK PRABOWO. TAPI SAYA SADAR. PRESIDEN BUKAN DIPILIH KARENA KASIHAN. TAPI PRESTASI. ANIES 2024+2029,0
Ini lebih ke arah mengevaluasi kinerja pak Prabowo bukan debat capres. Ya emang sih ini tema nya tentang pertahanan tapi isi dari debat lebih ke mengevaluasi kinerja mentri pertahanan daripada membahas dan mendebat visi misi pertahanan Indonesia untuk masa yg akan datang,0
Semangat pak prabowo pasti menang,1
Semua bahas Indonesia pak..cuman pak anis pak ganjar ini lebih kritis makanya pak prabowonya terkesan diserang..lagian kalau ga mau diserang ya tinggal nyerang balik,0
Yaa prabowo kan mas,0
"Menhan Terbaik Se-Asia, Lulusan Terbaik Fort Vragg, Mantan Pemimpin Kopassus & Mantan Jendral dikasih nilai 11/100 oleh Menteri yang di pecat/reshuffle😂😂",1
"berapa kali prabowo jadi capres gak pernah saya dukung. tapi kali ini memang beda, setelah dia ada dibawa kepemimpinan jokowi, berangsur angsur ke egoan nya berubah. tapi jiwa dia sebagai prajurit sejati yang pantang menyerah bisa kita saksikan bersama walau beberapa kali gagal jadi presiden, dia pantang menyerah. padahal kalau hanya sekedar uang, dia nyari banyak banyak buat siapa sih? bini gak punya dan anak cuma semata wayang, masalah kemewahan pun dia bukan orang kaya baru kemaren sore. jadi apa yang dia cari? dia ingin berbakti pada negri ini sampai akhir hayatnya. Karena itu, sebelum ajal menjemputmu Jendral, semoga kamu bisa mencapai karir tertinggi dalam hidup mu. Tadi sore kamu datang ke kota ku. sayang sekali aku tak bisa menjumpaimu. Salam hormat Jendral, Semoga cita citamu tercapai.",0
Disini terlihat anis pinter ngomong doang bukti nol,0
Kwkwkwkwk akun akun buzzer kloningan  Paslon 2. Yang di kordinir sama herzaky Mahendra. Hahahaa nangis berjamaah di gerakan di tim buzzer nya..di suruh utk nangis bersama di tiktok. Mau bukti ?? Ada nih gw. Dasar,0
"yg suka menjatuhkan org , pengkhianat, pembohong , tdk pny etika dan tdk tahu diri yg dulunya bkn apa2 tanpa jasa prabowo hingga bsa mnjd gubernur dki tidak pantas jd presiden !! pemimpin yg sesungguhnya tdk akan menjatuhkan org lain dan tdk akan ada kemenangan yg sesungguhnya dgn menjatuhkan org lain . org yg cerdas tdk akan memilih org sepertimu sbagai presiden indonesia .",1
Anis aanis omon omon doang😂😂,1
Jadi kalian plih siapa nih wkwkw,0
"Ya Allah pak Anis gak nyangka. Boleh berilmu pak cuma etika nya di mana bapak Anis.. menyampaikan visi misi bukan menjatuhkan... Astgfirullah.. seluruh rakyat Indonesia menyaksikan..  ati"" dengan lisan mu pak Anis.. jutaan umat menjadi saksi lisanmu",0
"Data sudah berbicara,
Cermati untuk memilih 😂😂😂",1
Aaa cinta sama pak prabowo yang tidak menjatuhkann,1
BOGOR ALL IN PAK PRABOWOOOOO,0
prabowo di rujaaak abeessss🤣🤣🤣,1
Prabowo,0
Anis ngomong2 akan menjungjung etika tapi di debat ini dia gak punya etik😢,0
Ngeselin si anis,0
"Saya kecewa  sama paslon no 01 dan 03 .
Karna seorang Ilmuan (GURU BESAR ) tapi Di etika ketika debat kelihatan tak punya etika seorang guru. Karana selalu menyebut kesalahan orang .  Sedangkan intropeksi diri tidak  ada.  Ingat Pak MULUT MU HARIMAU MU.  SEORANG PEMIMPIN BUKAN SELALU MENCARI MASALAH DAN KESALAH ORANG . TAPI SEORABG PEMIMPIN YANG INGIN BELAJAR DARI KESALAHAN.",0
GW BIASANYA MAEN MOBILE LEGENDS SERING NGASIH TAU TIM. MEMANG JAUH BANGET NEDA RESPON DARI TIM SAAT KITA NGASIH TAU DENGAN SANTAI DENGAN EMOSI. JADI EMOSI SANGAT BERPENGARUH UNTUK MENYAMPAIKAN KEBAIKAN. MAU SEBAIK APAPUN KAUU KALAU PENYAMPAIAN DENGAN EMOSI TETAP HASILNYA NOL... DI KANCAH INTERNASIONAL PEMIMPIN YANG TENANGLAH YANG KITA BUTUHKAN.,0
"Anissss gada etikk ,jadi ilfil gua ,, gua jadi cinta Prabowo jadi nya , pindah hati gua maff",1
.,0
Tinggal omong memang gampang. Apa lagi yg pintar omong. Tp tindakan di lapangan adalah bukti kerja yg sebenarnya.,0
yang saya harap ada yang mampu bicara secara intelektual juga mampu menjaga kode etik,0
"Orang pintar itu belum tentu benar , tapi orang benar sdh pasti itu pinter , lanjut pak prabowo semoga sehat selalu ❤🇲🇨",1
"Presiden dimn mn jg hny satu ya no satu yg pantas jd pemimpin negeri ini intelektual , religius ,berwawasan ,bersahaja ,tdk otoriter ,rendah hati ,g gila jabatan,g gila korupsi,g mementingkan diri sendiri/kluarga , mempunyai keluarga yg harmonis yg sbgian cermin kepribadian yg kokoh ,hidup no 1 smoga ALLAH SWT meridhoi Amin",0
Semangat OMON,0
"Baru kali ini saya melihat manusia anda ""NIS ANIS"". yg tak tau malu, tak tau caranya berterima kasih, dan yg tak pernah COCOK OMONGAN sama KENYATAAN.NYA.. 
Anda itu pintar.nya cuma ngomong dan nyinyir. Nilai ""NOL"" dalam kepemimpinan",0
"KOK SAYA LIHATNYA GANJAR MAHFUD SEPERTI BUKAN SEBAGAI CAPRES CAWAPRES YA, SAYA LIHATNYA LEBIH KE KAYAK GRUP LAWAK🙈🙈🙈..",0
Paslon no 2 kbnyakan bohong nya😂😂,0
"Biasanya tong yang kosong nyaring banget loh bunyinya, terus kalau yang penuh suaranya hampir hak kedengaran, salam waras,aku pilih 02,lanjutkan pak prabowo❤❤❤",0
Disni pak ganjar memang sangat menguasai materi. Tetapi saya yakin pak prabowo pasti tulus melayani rakyat.,0
"Ranking militer semenjak di jabat pak Prabowo menjadi ranking ke-13 di nilai 5 dan dibawah lima, bahkan di blg 11 dari seratus wkwk kocak 🤣🤣 

mengkritik beli pesawat bekas, tp usia pakai nya smpai 15 tahun dari pada beli baru yg antri nya sampai 3 tahun dan baru bsa beroperasi 7 tahun lagi, pertanyaan nya selama itu jika sesuatu terjadi serangan di negara kita, apakah kita siap dgn alusista yg terbatas ?
Klo saya setuju dgn pak Prabowo membeli pesawat bekas, dgn begitu negara yg ingin menyerang negara berpikir beribu-ribu kali lagi, dan soal keamanan dan keselamatan pilot tdk ada yg di khawatirkan krna usia pakainya masih 15 tahun buat mengoperasikan nya.

The best lah pak Prabowo ✌️",1
So tau lu nis... Hidup prabowoo,0
"Maksud pak prabowo kita beli CRV prestige biar bekas 2 tahun
Ketimbang beli LCGC baru
Dengan nominal uang yang sama",0
"Emang benar apa yang di katakan pak prabowo, kalau anis sukanya menjelek""kan,memprofokasi,karena dari cara bicaranya aja udah kelihatan,lagian masa semua rahasia negara minta di buka di media,apa gak salah tuh,mikir dong,heran gua sama anis😂😂",1
"Anis cuma pencitraan saja sebel gw mening diem aja jangan omon omon saja, terus yang gw kesel sama Anis kalo mau ngomong pertama dia sebut itu ""KETIKA"" jadi dia kaya GK yakin,,, siapa coba yang dukung Anis komentar disini dong debat aja sama gw biar wawasan lu lebih tinggi dari pada anis",0
Pak Prabowo negarawan sejati. Saya mantab memilih bapak.,0
yg ak liat debat 2 pecundang sedang mencari kesalahan2 dr sang pria sejati,0
"Bennar juga pak prabowa masa iya semua data rahasia negara harus di buka tempat  perdebatan secara publik, sampai negara lain bisa  kut tahu rahasia negara,  Anis , Anis.... dikira bagus  cara debatnya kayak begitu, 😃😃",1
"Memilih Prabowo rata rata orang iba.
Bener apa tidak",0
Si anis cocoknya jadi komika aja😂😂,1
Siapapun yg terpilih nanti semoga amanah semoga bisa membawah indonesia lebih baik dan bisa menyesejaterahkan seluruh raykat indonesia,1
Tpi nyebut kesalahan bagus pak?  Itu di lakuin yg anda dukung lo wkwkw,1
Aniss.???😂😂😂,1
Itulah seni nya ngomong pake data lenih akurat ... Kaga gagap ditanya soal data ... Cucian deh looh .... Wkwkw ...,0
Probowo go go go semangat💪💪,0
bekas ya bekas..😂😂,1
Prabowo Gibran ..,0
"Siapapun presiden kita nanti,yang pastinya kesatuan dan persatuan INDONESIA yang selalu di jaga oleh kita semua penduduk INDONESIA dari sabang sampaiy merouke,kuat itu karna kesatuan dan persatuan rakyat INDONESIA,karna INDONESIA adalah hasil tumpah darah para pejuang kita terdahulu dan nen moyang kita terdahulu.
BERSATU UNTUK PERSATUAN UNTUK INDONESIA MAJU.🤲🤲🤲",0
"Istikharoh bertanya lah pada allah yg maha tahu karena hanya allah lah yg maha tahu siapa yg pantas memimpin negeri ini kedepan nya,,sekedar mengingatkan karena sy heran kenapa org"" lebih percaya pada hasil kesepakatan manusia daripada bertanya dan memohon petunjuk  langsung sendiri pada allah yg maha tahu""""",0
"Kalau Mau Saling Koreksi
Bagaimana Jawa Tengah Dan Bagaimana Jakarta.. Apa Gk Ada Kekuranganya ?
Debat Kali Ini  Pak PrabowoLah Yang Top",0
"Sabar pak Prabowo,  sudah kelihatan cara berdebatnya  gak  nyaman kedengarannya ,   sudah menunjukkan kepribadiannya Anis  gak  etik dalam perdebatan  , PAK PRABOWO TETEP  YG TERBAIK,",0
"Saya yakin orang indonesia bisa berfikir baikk siapa yg pantas jadi presiden dan siapa yg sama sekali tidak pantas jadi presiden, semoga bapak prabowo jadi presiden 2024🔥",0
"Terimakasih pak Prabowo sudah menjaga pertahanan indonesia dengan baik 
, apresiasi setingi2nya untuk TNI dan polri yg sudah gugur menjalan tugas untuk menjaga pertahanan negara ini 😊 engkaulah pahlawan sebenarnya dari pada mereka yg hanya pintar bicara tapi tidak memberikan dampak yg besar untuk negara ini",1
All in prabowo ganjar ❤,0
"Pak Prabowo bener"" seorang Negarawan sejati tanpa menjatuhkan lawan,padahal prestasinya beliau banyak saat menjadi Menhan. Klo beliau balik menyerang prestasi anies saat jadi mendikbud guru honorer gaji masih sangat rendah,sekolah msih banyak yang roboh ,ambruk dn bnyk persoalan lain.sayangnya beliau tidak menyerang balik hebatnya seorang pak prabowo yang tulus dan ikhlas untuk memimpin negeri ini tanpa haus jabatan.jdi ingat kata pak ahok, sangat berbahaya jk anies ikut maju menjadi capres di 2024 sudah kelihatan aslinya haus jabatan🤣🤣",1
"Mas anis tidak semua yang ada di dapurmu , harus di sajikan di ruang tamu mu",0
"kita sebagai pengusaha tidak membutuhkan hutang, yg kami butuh adalah Investor untuk mendukung usaha kami yg akan berjalan dan sudah berjalan untuk pengembangannya. Maka, dari itu para pengusaha baik itu start up atau pun pengusaha kuliner atau yg lain membutuhkan wadah seperti silicon valey yg dimana semua investor ada disana dan para pengusaha yg akan menjelaskan rencana usahanya sehingga mendapatkan bantuan bukan dengan hutang yg sangat bikin pusing setiap bulannya tapi dengan investor pembagian persenan setiap bulannya jadi lebih tidak terbebani oleh pengusaha.",1
"Anis selalu serang Prabowo,,saya respect sama Prabowo.
Tapi hatiku pilihan ku utk Pak Ganjar,,ngapunten geh Pak Prabowo",1
"1. nge lag
2. mulut & audio tidak sinkron
3. klo bisa ngasi rating pembawa acara pada awal sesi saya kasih bintang 3
4. menit 45 ada suara ghaib ""te tew""",0
Ganjar lebih lugas untuk menjelaskan paparan yg efisien,0
"presiden berkunjung ke luar negeri bawa Seni budaya dari indonesia , Lukis ukir Tarian dll😯 biaya Jalan barengnya Juga Banyak",1
Lihat debat ke 3 ini semakin yakin tidak memilih paslon 1 & 3.,0
Anies.. kentara licik mengumpan pak Prabowo dengan kelebihannya beliau sebagai purn. Dengan cara memancing hal seperti in jiwa prajurit akan bisa timbul,0
Salfok sama Azka Corbuzier dan el rumi 😂,1
"Menjatuhkan? Skrg saya ty.. Apakah kita hrs diam aja kalo byk langkah2 dlm hal pertahanan itu ternyata salah?? Ini debat Bang.. Bukan acara sowan ngunduh mantu.. Berani bicara fakta.. Tetap dgn kalimat yg sopan.. Ga usah baper. 
Negara ini perlu orang yg berani.. Cerdik.. Tenang.. Ga emosian.",1
Anis cuma pinter ngomong doang,0
Menurut analisa saya cuma 02 yang fokus mikirin negri ini,0
Nis anis... Apa kau lupa pengorbanan pak prabowo beliau gadaikan aset nya demi engkau....😅😅😅,0
Bapak tetap jadi presiden aku mendukung nya,0
Sebelum punya jabatan prabowo juga udah kaya aniiiissss lol,0
"Sejak pak Prabowo jadi menteri Kemhan Laut Natuna aman2 aja gk lagi Malaysia koar2 perbatasan, bahankan kita berbangga berkat cekatan beliau kita hampir ambil Sarawak masuk wilayah kita.",0
"2:45:00 Prabowo masih di atas panggung,Anis bilang""sudah saya cari2 tapi orangnya gak ada"".
Sumpah,lihai banget tu lidah.",0
Debat itu Adu Program bukan saling mejelekkan ini namanya rosting bukan debat Cok yg komen jug goblok2 politik rupanya😂,1
Anies menjatuhkan martabat nya sendiri,0
No 1 tak ada etika😂 menjatuhkan merendahkan demi naik jabatan wkwkwk kocak lu😂😂😂,1
"Keluarga sy disulawesi, coblos Prabowo gibran 🎉😊😊😊",0
"Aku dulu pro jokowi sampe ga suka sama pendukung prabowo , tp setelah melihat 2 capres lainnya sepertinya aku akan memberikan kesempatan buat Pak Prabowo memimpin negri ini",0
"baru tau kalo tidak boleh ada rahasia negara, di keluarga aja orangtua memiliki rahasia yang tidak diketahui anaknya, lah ini negera.. apa bedanya rakyat biasa sama pejabat negera",1
Ganjar Pranowo  maju terssss,0
Tetep AMIN paling Realistis Berani dan yakin jika AMIN MENANG indonesia akan ada perubahan ke arah yg lebih baik maju dan berwibawa di mata dunia...,1
​ @elanurlaela7609  siap buzzer🤭,0
Tetep all in prabowo,0
Sma saya jga gitu ..skarang pa prabowo,0
Dulu wowo saiki  no 1 yess,0
Tetap AMIN ug lain lrwat​ @katisukati3684 ,0
Sama bro,0
Jenius 👍,0
"Pokok bukan Prabowo, soalnya kasihan rakyat Indonesia, ntar tambah menderita kalau di pimpin orang yg sangat buas akan kekuasaan, untuk untuk mengangkangi bisnis... sangat BAHAYA",0
"Ya tanyain aja tuh ke si nis  nya, maksudnya  apaan,jadi heran gua ama si anis bro😂😂😂",1
"Cuma Pak Prabowo yg pantas jd Presiden RI, dari G dn A",0
Dimenit berapa ya 11/100,0
"Apa sih yg di omongin prabowo, ko ketularan wakilnya",0
"Dari sini di ketahui mana org yg licik,ambisius dan org yg ikhlas😅",0
"Dalam sejarah peradaban manusia di tanah jawa sudah tercatat dalam perjanjian Syekh Muhammad Al-baqir dengan sosok penguasa Ghaib tanah Jawa, Pemimpin Nusantara harus orang Jawa asli, Wallahu alam.

Ingat!!
Kesombongan adalah menolak kebenaran dan merendahkan manusia. HR. Muslim.",0
"Yg tanya jawab 01 03, tp yg diomongin 02 😅",0
"Liat bung mreka lawan sasuke, sdngkan sasukenya blm sma skli ngeluarin susano'o wkwkwkw",0
saya lagi2 setuju sama pk ganjar..goo pk prabowo apa adanya tidak banyak bicara,1
"Semoga Indonesia memilih presiden yg jujur,amanah,dan bertanggung jawab,,,Aamiin,, .siapapun presidenny nnti,berharapnya gaji bidan di RS atau klinik"" swasta diperhatikan.minimal UMR,,jgn sampe dibwah UMR ,karna bidan kerjanya sgt beresiko,dan harapannya gajinya jg serius,,,,,, . bismillah smoga presiden Indonesia 2024 yg jujur,amanah,,,dan bertanggung jawab,,aamiin",0
Si anis mah jago ngmong hungkul,0
memang sih harus dijunjung tinggi soal etika kita harus tau menempatkan sikap pada tempatnya semoga anis jadi presiden❤,0
Wah Ini mh udah di seting ni tuk menjatuhkan pk anis 2//3 menyerang pk anis semua ini,0
Pak anis semoga bisa jdi motivator ya,0
"Ya ampun dh kenyang sama janji"" buaya nusantara, malah dikasih janji manis lg sama capres Indonesia aduhh diabetes nih lama""",0
Jadi inget vicky prasetyo,0
"Seblum pak jokowi jadi presiden Indonesia masih biasa aja, tapi setelah pak jokowi jadi presiden Indonesia itu maju, dan pembangunan merata di seluruh wilayah Indonesia, hingga Indonesia jadi lebih maju dan berkembang, 
Itu lah kenpa saya suka sama Prabowo gibran
1 merka mau meneruskan program pak jokowi
2 Gibran itu anak pak jokowi, dan gw prcaya
Pasti ia pinter seperti bapak nya pak jokowi, 
3 kapan lagi kita punya pemimpin yang muda 😍

No 1 dan no 3 ❌ Noah 😆
No 2 Prabowo Gibran ✅ yes 😍",1
PakbAnis terlalu fokus menjatuhkan pak prabowo hingga lupa masyarakat tidak butuh seseorang yang hebat menjatuhkan.,1
jujur gue mual liat anis.,0
Prabowo the best,0
Betul,0
"Dan perjanjianya brkir setelah 500 thn,skrg sudah brkir dan boleh d luar jawa yg jadi atau keturunan jawa dll.kwkwkw",1
 @owenthoxs1577  lihat aja 2 bulan kedepan om,0
"cara lawan hacker hari ini, hantar mahasiswa 🥺",0
Yapsss,0
💩💩💩💩💩👈👈👈👈👈😝😝😜🤪,0
Semoga bapak prabowo bisa menang dan memimpin negri ini dengan amanah aman dan terkendali,1
dulu Pro Jokowi !!! makanya jangan pilih Dia lagi  sekarang (ha ha)😂angga nyalon,1
Siap prabowo gibran untuk rakyat Indonesia,0
"tahun 2004 gak ada yg bisa dipilih, kemudian tahun 2014 mau pilih jokowi, tapi gak bisa krn, krn saya di surabaya, ktp saya di banyuwangi (tidak terdaftar sebagai pemilih disurabaya). Apakah system sudah diperbaiki ? atau masih sama spt sebelumnya ?",0
aku 2 x dulu dukung Prabowo to kali ini ada yg lebih bagus pilih BPK ganjar,1
" @NalendraPutra-su7fz  bpk.ganjar yg mengidekan tentang syariah di indonesia ? ada kabar dr kalimantan ? ada kabar dr sulawesi? ada kabar dr ntt/ntb dan kepualuan sekitranya? ada kabar dr sumatra ? gimana dgn penduduk di Gunung Bromo ? dgn penduduk di Alas Panjang ? dengan penduduk yg berlainan ajaran, meskipun saya tahu dan saya pelajari dalam 2 tahun ini. ajaran yang anda terima adalah omong kosong !",0
PRABOWO PASTI MENANG KRNA DI BANTU KPU DAN CS YA SI JOKO ITU PASTI YEKAN YEKAN,1
Sama,0
2:10:29 penilaian capres pada mentri pertahanan,0
Lanjutkan❤,0
"Aku suka Wowo tapi stlah berpasangan dengan Samsul, jadi otomatis gk respec",1
Heleeeh.. Bacoot . Krn dibelakangnya ada joko dan anaknya makanya kau dukung prabowo. Gak usah munafik lah,1
Pasti Amin Mantab Amin yes,0
Pak prabowo negarawan sejati dan sangat mencintai NKRI❤yess pak prabowo,0
Aku suka Prabowo tapi tidak dg orang2 di blkngnya dulu,1
"Ganjar dan Mahfud pilihanku, ❤❤",0
Setujuh PK Prabowo insha'Allah amanah Indonesia lebih maju ❤,0
"AMIN yaa Allah,
semoga beliau menang, AMIN....",1
​ @joniguci801 AMIN pasti MENANG ...IS...,1
Prabowo hebatttt,0
Pertahanan gaza  kuat pak prabowo  gak lemah.. buktinya yg mati jadi syahid yg hidup membantai para penjajah.....,1
"01&03 sebenernya pada tau ga sih ada hal"" yg negara lain g perlu tau demi menjaga keamanan negara kita , kalau kelemahannya semua dibongkar dimedia bisa"" kita di jajah lagi
Emang bner"" yaaa pada mau ngancurin negara sendiri 😢😢😢😢 gemesss bgt pen nyubit",0
Tumben gw nonton debat ngeri2 sedep 😂😂,1
"Anis ini kayaknya sering makan sumpah sendiri, sering termakan dgn kata2 sendiri yg tidak sesuai apa yg disampaikan lewat bibir manisnya, orgnya tidak berpikir panjang, maaf pak, saya tidak bisa hormat kepada bapak, Krn etika bapak dimlm ini bener2 hilang, tidak ada adab😊🙏",0
Debat dikira menjatuhkan. tema pertahanan😅,0
"Katanya debat capres, tp kok LPJ Kemenhan, durasi cma 2 menit paling lama wkwkwk bercyanda bercyanda 😅",0
"Smua mncari kesalahan dan berusaha menjatuhkan 02,,,lah hasil kerja 01 dan 03 wktu jdi pejabat emg sudah 100% berhasil???",0
INI BUKAN DEBAT LEBIH KE ROASTING 01 03 MENYUDUTKAN KAN PRABOWO TIDAK NETRAL ❤ PRABOWO PRESIDEN,0
Tiap dengar suara anis aibon kok ngantuk,0
Pangah bapak perabowo,0
"Debat Capres❌
Debat anis prabowo✅",0
Santri milih prabowo,0
Wong cilik milih prabowo,0
Berbicara diplomat negara. Kenapa sih gak ada yang menyebut Industri kopi padahal Industri kopi saat ini lagi sangat berprestasi rata-rata sudah masuk ke 5 besar negara dari setiap cabang perlombaan kopi. Mereka yg juara sebenarnya adalah diplomator terbaik di ranah insdutry coffee tapi sampai saat ini pemerintah tidak pernah melihat semua itu bahkan biaya-biaya yg mereka siapkan itu dari kantong sendiri untuk berlaga di luar negeri dan hasilnya sangat memuaskan dan sekarang di ranah Industry coffee Indonesia adalah negara yang di segani karena beberapa tahun ke belakang banyak yg sudah juara.,1
Tetap prabowo,0
"Melihat acara ini, saya menjadi  pedukung anis 100%. Semangat pak anis kamu pasti bisa menjadi motivator pengganti mario teguh atau jadi host di pagi pagi ambyar 💪💪",0
Kita butuh perlindungan bukan perubahan..bravo bapak prabowo..,0
"Dalam dunia sepak bola jg seperti ini, komentator selalu lebih jago dari pemainnya 😂😂. Saat pemain sudah ngos2an berusaha semaksimal mungkin masih dianggap bodoh oleh komentator. Paslon 01 dan 03 hanya mendengar dari prajurit, 02 sudah menjalani lebih dari setengah hidupnya sebagai prajurit NKRI",0
"Q orang awam yg gak tau tetang... hukum "" tp dilihat dr segi bicara q sangat suka dg Bapak Prabowo...jelas ,tepat,singkat...",1
01 keliatan sifat aslinya 😂,1
"Perang antara pak anis dan pak prabowo
Pak anis anda membuat saya semakin yakin
Pak prabowo bapak tidak perlu menjelaska  diri bapak, karna yang membenci bapak tidak percaya itu dan yang menyayangi bapak tidak peduli itu
Pak ganjar yang paling di untungkan dlm debat ini..

Semoga PEMILU tahun ini hasilnya yg terbaik untuk negara kita",0
